,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview
2629,depo-provera,1,Considerably Effective,Extremely Severe Side Effects,contraception pill,prevented pregnancy as it is a form of contraceptive but unfortunately it takes away your libido and sex drive,"weight gain:25kg in 3 weeks,never recovered my original weight and it has been 9 years now.it blocks your sex drive not to say it cuts it off completely,depression","one injection and my life turned to hell as started to bloat like a milking cow,lost self esteem and fiance,lost friends,lost will to live,no sex drive,no self love"
3463,ambien-cr,8,Highly Effective,Mild Side Effects,insomnia,"Fell asleep quickly, slept 7 hrs., woke up without hangover","Didn't work as well some of the time, woke up mid-way, some hangover effects","Ambien CR is a basically effective treatment for sleeplessness, although I have experienced incidents where contrary to the ads I have woken up midway through the night, I have had a groggy, hard to wake up feeling the next day lasting for several hours. There have also been reports of sleep eating, walking, awake but asleep incidents that I personally have not experienced, although it can affect you differently each  time you take it."
30,alprazolam,9,Considerably Effective,Mild Side Effects,anxiety,Able to cope more successfully during panic attacks and acute anxiety episodes. Able to sleep better at night (get to sleep).,The only side effects noticed were dry eyes upon waking in the morning.,"Took 0.5 mg Xanax as needed for anxiety, prescribed by primary care physician. Was very helpful in getting me through an extremely stressful time of my life."
1505,metrogel,10,Highly Effective,No Side Effects,rosacea,"Occasionally, my rosacea would come out on my nose and sometimes result in huge, painful pimples which also made my entire nose red and swollen. This started occurring bi-weekly for the past year or so. I started using Metrogel and haven't had an incident since!",none!,Just rubbed a thin layer over my nose every night before bed.
1801,famvir,6,Considerably Effective,Mild Side Effects,chronic fatigue - epstein barr virus,"The flare ups of fibromyalgia seemed to subside considerably. I was able to actually get out of bed during the day. I still, however, have bouts of pain; especially if I try to reduce the amount I take during the day.","Occasional upset stomach, dependency on taking the drug.",Taken as a pill three times a day.
3997,fosamax,2,Ineffective,Severe Side Effects,post menapausal osteopenia,I didn't realize any benefits since the medication is preventative and needed to be taken over time to prevent osteoporosis. I had experienced some bone density issued related to  long term use of Prednisone or a period of years.,"Within two weeks of the first dose I began feeling a lump in my upper stomach ,even though I took my pill first thing in the morning and remained standing for more than two hours. I still started to have a feeling of acid reflux which I have never had.  I reported continuing burning sensations in upper abdomen ,and gasy production which produced belches and burps , to the prescribing Dr. immediately but he suggested continuing the med ,and use an antacid which I tried. By the second dose I had serious heartburn ,reported it to the Dr. then discontinued the medication and they changed me to Actonel, once a week ,which had none of the same adverse side effect.","I had a bone density study done and it was stated that I had osteopenia, related to over 12 years of prednisone and seroid use to treat my Sarcoidosis.



At the time I was seeing a Rhuemotogogist who was treating me for side effects like joint pain and swelling. I was told I didn't have osteoporosis yet, but to start taking the Fosamax to prevent it .  



I did but the issued reported above,meant I had to switch to another similar but milder medication , Actonel  and take it one lowered dose pill a week."
2174,zyrtec,8,Considerably Effective,Mild Side Effects,seasonal allergies,"For seasonal allergies, I would highly recommend Zyrtec.  I have had allergy shots to no avail, and have suffered from seasonal allergies my whole life.  While the side effects that I experienced were annoying, they did not negate the benefits of taking the medicine. It made all of my allergy symptoms disappear (itchy eyes, hayfever, nasal congestion etc)  The side effects were extreme cotton mouth, and I mean extreme. It also very much interrupted a restful night sleep.  However, as annoying as these are, it was worth it to have the affect of the drug itself in dealing with seasonal allergies.","Dry Mouth, Lack of sleep","For seasonal allergies, I would highly recommend Zyrtec.  I have had allergy shots to no avail, and have suffered from seasonal allergies my whole life.  While the side effects that I experienced were annoying, they did not negate the benefits of taking the medicine. It made all of my allergy symptoms disappear (itchy eyes, hayfever, nasal congestion etc)  The side effects were extreme cotton mouth, and I mean extreme. It also very much interrupted a restful night sleep.  However, as annoying as these are, it was worth it to have the affect of the drug itself in dealing with seasonal allergies."
3734,lamictal,4,Marginally Effective,Moderate Side Effects,bipolar disorder,"When I first started, I slowly made my way up to 300mg.  After the first two months, I noticed a difference.  Not a huge difference, but it was big enough for my family to notice.  It seemed to me though, after time, that my body got immune to the medication and I seemed to be back to the manic stages again.  I have been on tons of anti-depression medications that are prescribed for depression and bipolar disorder and it seems to my doctors/psychiatrists that my body just gets immune to them.",fatigue and memory loss,"I really wish this was the medication that finally worked for me, but unless some miracle happens, it's back to the drawing board.  I seem to still have my mania episodes everyday, sometimes it gets bothersome.  I seem to yell still, I have my days where all I want to do is stay in my room and not move.  I can't control my thoughts, but I still work everyday in hopes to finding that ""Miracle"" medication that will finally work for me!"
3913,nexium,8,Considerably Effective,No Side Effects,indigestion and check pain,"The chest pain went away almost immediately. I rarely had heartburn even when I ate spicey foods. Even though I still may have heartburn occasionally, the tightness of my chest and the frequent indigestion has almost completely disappeared. Before I had indigestion at random times during the day, which would cause unexpected chest pains.",I did not experience any side effects. Possibly because I did not the pills on an empty stomache.,"My doctor asked me to take Nexium once a day until they were gone to see if the tightness in my check, the indigestion, and the heartburn could be cured by the pills. The tightness in the check and indigestion were not signs of heart problems as the doctor discovered. To date, the pills seemed to have worked."
2809,wellbutrin,2,Ineffective,Moderate Side Effects,depression,none,"irritability and extreme anxiety, mild panic attack","I have been on Zoloft with great results for over 5 years. I do not have a constant barrage of depressed thoughts or emotions when I am on the drug.  When my husband and I decided to try to have a baby, my ob-gyn suggested that I switch to Wellbutrin.  Some anti-depressants may carry a small risk of side-effects to the baby in the 3rd trimester of pregnancy.  My ob-gyn felt that taking Wellbutrin may reduce these risks.   After 1 or 2 months on Wellbutrin, I began to feel very irrtable and anxious.  My chest began to tighten painfully with even the thought of something stressful.  After 4 months on Wellbutrin, I had my first panic attack ever.  I threw the pills in the trash and went to see a psychiatrist.  The psychiatrist told me that there was no medically proven benefit to switching to Wellbutrin, and put me back on Zoloft.  I feel much better!"
3547,vivelle-dot,10,Highly Effective,No Side Effects,hysterectomy,Amazing! I take nothing but this vivelle dot and add a dab of progeserone cream (natural) and vitamins. I have never felt better!,Get tired and have brain fogg if I forget to change patch.,"Change patch every Sunday morning and Thursday night. Make sure I get script filled day before I need it! I will stay on this forever! If you suffer from hormone problems such as hair loss where you want it, hair growth where you don't want it, mild hot flashes, brain fogg, tired beyond your normal tired, but don't sleep without taking something. Past the word crabby, and cry because a little old lady won a car on a game show...honey, get it pulled out and put the patch on and get your life back!:)"
2214,alendronate,3,Ineffective,Severe Side Effects,osteoporosis,"No benefits that I can see.  My doctor said it was not useful to do another bone scan to see if there had been a change in a year so I have no idea if there was any benefit.  I have been experiencing fairly severe leg pains for the past year and could not find out what they were from.  Did numerous tests, no results.  Then I saw on the insert that side effects could be muscle, bone or joint pain and when I read a comment on here describing dull aching in one leg in particular radiating down from the hip and below the knee. I thought...that is me!!!  So I am stopping this drug and waiting to see what happens with the new aches and pains.  Maybe it is this drug.  I hope so.",See above.,Took alendronate for osteoporosis for over a year.
578,furosemide-injection,2,Ineffective,No Side Effects,chf,The IV form was effective in removing excess fluid. The oral form did not.,The oral form did not remove the fluid.,"Patient received IV form in hospital and fluid came off quickly and effectively. Oral form, which she was sent home on, did not work and she ended up back in the hospital within 24 hours. One of the doctors later admitted that there was something about the oral form that caused it to be ineffective in certain situations."
2632,depo-provera,5,Highly Effective,Severe Side Effects,birth control,It effectively prevented a pregnancy. And periods stopped immediately with rare and light spotting.,"I had a few side effects. I got bad acne (which I haven't had since I was a teenager), and hair loss. I had lost 40 lbs before I began taking the shot. After my second shot I started gaining weight. I didn't change my eating habits in any negative way, and ended up gaining 20 lbs!","I received the shot once every three months for a total of a year. The side effects outweigh the benefits in my opinion. I don't plan on taking this drug in the future, or recommending it to anybody else. I am definitely doing more research before I take another birth control again."
253,ultram,8,Considerably Effective,Mild Side Effects,cervical osteoarthritis,"Tramadol decreases the severity of pain associated with neck movement. It is not an opiate however it does provide pain relief (for me) along the lines of a mild narcotic without the ""euphoric"" or mind numbing effects. It allows me greater latitude of neck movement. It is very evident to me when the medication is wearing off as I can no longer turn my neck more than approximately 25 degrees. This drug has been a lifesaver for me and can sometimes even head off my milder migraines.","I've personally experienced no side effects other than an occasional jerky type feeling in my movements. I have heard from others that this medication, although non narcotic can be difficult to cease due to withdrawal symptoms. Personally I have  had no problem with this. This medication has been known to cause seizures and is not to be taken by anyone who has experienced a seizure.",I take two 50 mg. tablets as needed up to three times a day.
3376,lipitor,6,Considerably Effective,Moderate Side Effects,cholesterol,"Benefits to taking Lipitor was that it helped reduce my total cholesterol numbers.  While that was a positive, the side-effects began to make me question the overall reduction in cholesterol numbers.","When I first started taking Lipitor I did not notice any side effects.  Approx. three months into taking the drug, however, I started noticing upset stomach.  At first I thought perhaps the caffeine in my coffee was creating the upset as I started drinking more than one cup daily.  I cutback on the coffee and did not notice a difference in stomach issues.  Approximately 6-8 months into taking the drug, I began to experience some discomfort in the legs.  As a distance walker I analyzed my workout routine to see if I had added something different but had not.  I quit taking the drug 12 months (give or take) after starting.",Treatment was simple:  take on tablet daily at bedtime.  The drug was (and did) to help reduce my overall cholesterol numbers.
2912,tramadol,5,Moderately Effective,No Side Effects,interstital cystitis,"The first two days I took this drug the pain went away.  Then, the effectiveness declined rapidly.  I called my doctor and she increased the dosage to 100mg every 6 hours.  This helped for about two days, and then it was back to being ineffective.  



I think this is a rather weak way to manage daily pain associated with IC.",A little bit of nausea when the pill actually worked.  No side effects at all when the pill didn't work.,"My IC cocktail started to work after about a month and there wasn't much need for pain killers anymore so I just stopped taking Tramadol. 



In the future, when my IC would flare up, I requested no Tramadol and instead received Tylenol with Codiene.  It worked much better."
1288,zebeta,9,Considerably Effective,Mild Side Effects,hypertension,"Taking this medication twice a day has kept my blood pressure within the ""normal"" range; even though I am over-weight. I do exercise everyday, although very minimally. I think it is just the medication that is keeping my blook pressure so low.","Sometimes, I feel a bit of light-headedness and dizzy. Sometimes sleepy. Although it is hard to tell if this is just from the medication or some other reason. But overall I am happy with the medication and plan on continuing to take it as long as I need to.","Before I started taking the medication, my blood pressure was extremely high. I didn't exercise much and I am was over weight. At my doctor's orders, I began taking the medication and it took a while to take effect, but when it did, it has and still continues to keep my blood pressure within the normal range. I continue to be over-weight, and I only exercise minimally, but everyday."
457,flagyl,8,Highly Effective,Mild Side Effects,bacterial vaginosis,My infection cleared up almost before the dosage was done. Has not come back.,Mild upset stomach.,I took this once a day for eight days for a vaginal bacterial infection. I only had slight side effects of an upset stomach after taking the pill; probably because I had not eaten  much on those days. My infection cleared up noticably before the treatement was through. I feel it was very effective.
3377,lipitor,6,Moderately Effective,Moderate Side Effects,cholesterol,"reduce high blood pressure.  patient is now receiving good cholesterol readings.  having to take this drug has encouraged the patient to improve on their diet.  they have cut down on fat, salt and sweets.  because of this his health has improved tremendously.",patient experiences constipation and gas on occasion.  patient is concerned as to whether or not the drug has affected his muscles.,patient is under the impression that the drug must be taken for their entire life.
2344,propecia,9,Considerably Effective,Mild Side Effects,1mg,"I was experiencing significant, rapid hair loss along the temples and top of the scalp (just behind hairline). My crown was relatively unaffected.



Crown: The same, maybe better



Top of scalp: Exceptional. Considerable regrowth, hair came back thicker.



Hairline/Temples: Considerable re-growth. Not back to ""normal"", but still very impressive. 



Propecia has shown the most benefit in clinical studies + real world practice in the crown area.

Its benefits are less pronounced as it nears the hairline. This has been my experience.



Hair loss stopped within 6 months,

significant re-growth @ 9 months. 

Re-growth continued thru 18 months, then has pretty much slowed down / stopped.



I have 3 close friends who also take it, all have had excellent.  results.            

         

For all who take Propecia, wait a full year before making a decision to discontinue.","Some mild erection problems. Nothing anywhere bad enough where I would even CONSIDER stopping.

However I am 27 now...can't be 18 forever.","Easy, one tab in the AM.

That's it."
2070,metformin,8,Moderately Effective,Mild Side Effects,type 2 diabetes,"In the beginning of my treatment for type 2 diabetes, I found the benefits of Glucophage or metformin for me to be two-fold.  Number one, metformin did seem to lower my blood sugar over a short amount of time in the beginning.  Number two, as a medication I found necessary in my life, I have found it fairly inexpensive to purchase as a generic drug.","The treatment side effects I experienced were in the beginning.  At the very start of taking Glucophage, I had diarrhea.  It did go away after some time on the drug.",I take 1000 mg caplets; one in the morning with my breakfast and one in the evening with my dinner.
1467,cymbalta,1,Marginally Effective,Moderate Side Effects,fibromyalgia and depression,I only noticed a very small benefit from taking Cymbalta for my muscle pain.,Cymbalta elevated my liver enzymes acutely after only being on the drug for a few months.  The doctor then titrated me off of it and it took three months after I stopped Cymbalta before my liver went back to normal.  Just be sure to have your liver enzymes checked regularly if you are on this drug.,"I was on 90 mg daily, one dose of 60 mg and one dose of 30 mg.  It was prescribed to me for fibromyalgia and depression, however, I did not notice much improvement on this drug but I was not on it for a real long time either so it may just take longer to notice benefit but it definitely affected my liver.  My mom also has the same problem with Cymbalta and her liver enzymes."
584,acyclovir,10,Highly Effective,No Side Effects,shingles breakout,"I used to break out with shingles and started taking the drug and the outbreaks stopped. After a year, I stopped taking it and whenever I feel like Im getting an outbreak, I take the drug for a few days and it goes away.  I barely get outbreaks anymore.",To my knowledge I had no side effects with the drug.,"I just took the drug for a year twice a day.  Then stopped and just take it when I feel I am going to have an outbreak and after a few days, the symptoms dissapear and I dont get an outbreak.  This is great since the shingles outbreak were very painful and lasted a long time to go away."
3972,norvasc,10,Highly Effective,No Side Effects,high blood pressure,Helped lower  blood pressure more then just using previous medications.,none,"After using   lisinopril and  hydrochlorathiazide for many years  and not seeing blood pressure lower  quite enough  ,I pushed to see what else would help to relax  blood vessels to lower  blood pressure.Fianlly camup with Zorvasc.Treatment was a    sucess within days."
308,protopic,5,Ineffective,No Side Effects,vitalago,The benefit that was hoped for was a repigmentation of the skins on my hands.  Apparently my dermatologist had used this treatment on a number of patients and had received a good success rate.  I did not see any benefits over the time I used the product (3 months) but was advised that I needed to continue treatment.,There were no noticeable side effects that I was aware of.  The product is an ointment with a rather oily feel and needs to be left on the effected areas for some period of time so I applied it at night.  I did not find that it had any effect in any positive or negative way over the period I applied it.,"I was asked by the prescribing doctor to apply the ointment once a day to the affected areas (the back of both of my hands).  This was the entire process and I was to report back to him within a period of approximately six months.  This was a rather experimental treatment.  I applied the product as instructed but did not notice any repigmentation during the time I applied it (around 3 months).  I subsequently was advised by the doctor that I needed to continue the application, for a total period of at least six months"
1909,avelox,9,Highly Effective,Mild Side Effects,"swollen lymph nodes, sick","Cleared up the infection.  I had been on a less effective antibiotic a week earlier, which had not worked.",I got a small rash on my arms right after finishing all the pills.,I took 1 400 MG pill per day for 5 days and got plenty of rest and drank plenty of fluids.  (My lymph nodes and thyroid glands were swollen and I generally felt ill.)
2029,protonix,9,Considerably Effective,No Side Effects,"acid reflux, gerd",Reduced acid in the stomach and heartburn symptoms associated with acid.,I didn't experience any side effects while taking this medication.,Took 1 40 mg tablet in the morning before my first meal and controlled the acid reflux symptoms and stomach aches. Then took 1 40 mg tablet before I went to bed to once again control those symptoms while sleeping for a 24 hour effect.
1291,zocor,10,Highly Effective,No Side Effects,hyperlipidemia,My total cholesterol level dropped from 282 to 150. The niaspan dropped my triglyceride level about 30 points!,"The only side effects I had was from the Niaspan. I would get flushed and itchy (terribly uncomfortable). The doctor told me to take an aspirin (350mg) 30 minutes to an hour prior to taking the Niaspan. The aspirin worked well, I can take the Niaspan with no problems.","My treatment includes statin drugs and Niaspan because normal diet and exercise were not sufficient to keep my cholesterol level down. So, I take my medicine every night without fail, exercise at least 3X per week and I  incorporate more fruit and vegetables into my diet."
948,betamethasone,6,Considerably Effective,Moderate Side Effects,eczema,"This cream preparation worked well, but over the years I ntoiced it was less effective.  I have used it very sparingly but I no linger use it on my hands becaue it causes seems to worsen the condition of the skin to split the skin in inflamed areas after application.  I use weaker hydrocortisone cream on my hands as a last resort.  Luckily that cream is just stron enough to offer some relief.","Over time (many years) I ntoiced reduced effectiveness and splitting of the skin in inflamed areas (on hands), despite using this product very sparingly.",I use this cream as little as possible - only when I have a serious flare-up of the eczema.  When I do use the cream I apply a reasonable amount to the skin - just enough to makae sure some cream comes in contact with all of the inflamed area.  I use the cream once or twice a day during the flare up.  Once I notice the inflammation is going down I stop using it- and teh skin finishes healing up on its own without further nedication.  I rinse the cream off my hands after applying becaue it is not helpful to treat eczema on my hands anymore.
465,flagyl,1,Moderately Effective,Extremely Severe Side Effects,gum infection,the side effects put me in hospital and not able to work for weeks.  the gum infection cleared up but this took second place to the concerns during hospitalisation.  i did not bounce back to my usual good health after.,"irritated heartbeat, palpatations, breathlessness, dizziness, anxiety, flue like symptoms, extreme fatigue, tingling, pain in arm","prescribed tablets by Dentist for gum infection.  i was told i should take antibiotics but nothing about how it works or side effects. i took the tablets until finished while feeling worse, breathless, dizzy, pain left arm and fatigue but put it down to body fighting gum infection.  the day after i finished the full course of tablets i couldn't breath and ready to pass out and went to Doctors and was taken to hospital with heart complications.  I have no health problems until now."
2999,restoril,10,Highly Effective,No Side Effects,insomnia,Induces a pleasant intense relaxation. Fall asleep easily but not feel super doped up or hungover in the morning. Prevents laboriously resetting body clock after an all night binge.,none,"Taken usually after 2 am when it's pretty obvious I will be up all night if I don't and i can't afford to muck up my day by sleeping in! Taken just before retiring - enough time between swallowing the thing and the effects to safely brush teeth and get changed for bed, read a few pages of a book."
710,accutane,9,Highly Effective,Mild Side Effects,acne,"Quick decrease in amount of acne; improved skin texture. Overall, the action of the drug was quite quick and effective, and my acne was resolved within the first 2 months of treatment","I experienced dry skin like many other users of this drug, as well as some joint pain. Part of my treatment period was during the winter, during which I was also prone to nose bleeds and fragile skin.",I took two 20mg pills daily following a meal with a moderate amount of fat (more than 10 grams). The time of day I took the medication varied depending on when I would be consuming a moderate-fat meal.
3956,prilosec,2,Marginally Effective,No Side Effects,gerd,"the product was supposed to control heartburn, but had very little affect, even after 14 days of use.",None,"When I first began having heartburn, my physician prescribed Prilosec D/R.  I hadI took if for several weeks, but it didn't seem to control the heartburn.



He then prescribed Ranitidine,300mg, which I took for several years with very good results.



When I was sent for an upper endoscopy, the performing doctor suggested I take Prilosec.  I tried it again, for a month, but I began having severe heartburn again.



Now I am taking Nexium, which works very well for me."
4117,chantix,4,Moderately Effective,Moderate Side Effects,smoking cessation,"decreased smoking and the desire to smoke somewhat,  could not get any buzz off of nicotine","vety nervous, weird dreams, I discontinued after awhile because I wanted my smoking buzz and not to feel weird and nervous all day.","followed manufactures program, which was a titrated increase over several days."
2902,cyproheptadine,7,Considerably Effective,Moderate Side Effects,allergies,reduction of itching which was caused by seasonal allergies.  Itching was primarily on skin around elbows and also sinus congestion.,The main side-effects were extreme drowsiness and dry mouth.  This became less prevalent as time went on.,"I was taking 4mg tablets three times per day. one in morning, one in afternoon, one in the evening."
3356,lipitor,2,Ineffective,Severe Side Effects,high  cholesterol,"My cholesterol levels were very high.  Te plan was to take Lipitor for one month and then see if the levels were lower. No benefits were identified because I could not take take  the medicine long enough to get a second  cholesterol test to measure for measuring any decrease in my cholesterol levels.  After having side effects, I did try to lower the dosage to 10m by cutting the pills in half, but still felt the bad effects.","At first, I did not associate my increasing tiredness and general lack of energy with the medicine. I just thought I was getting sick with a virus. Then, as time went on, I started to also experience muscle soreness and tightness.  By the time I started to think the way I was feeling might be related to the Lipitor, I realized, besides the physical symptoms,  I was in a state of depression.  As soon as I quit taking the pills, all the bad symptoms cleared.  A few days later, I tried taking less (half), but, again started feeling bad.","As previously stated, because my cholesterol levels were high, the doctor said I should take Lipitor for one month and then we would retest the cholesterol levels to see if the medicine was effective in lowering the levels. But, because I was unable to take the Lipitor for the entire month, the  second  cholesterol test was never taken.  After taking the Lipitor for about 10 days, I stopped taking it.  A few days later, I did try to take just half a pill.  But within days, the side effects started to return."
1836,yasmin,5,Highly Effective,Severe Side Effects,birth control,"Well, I had no babies. 



Also, skin was a bit clearer and breasts got about half a cup bigger (but that came with the rest of my body getting bigger, too).","I gained 10 lbs in just a couple months, I had period munchies all the time, and could always eat. I felt uncomfortable turning down food and seemed to have a never-ending appetite. This would subside during the sugar pill week.



I suspect, but am not sure, that Yasmin also gave me some vaginal dryness. I had frequent painful sex, would get raw very easily, and actually got a tear inside my vagina from sex. If we went at it twice a day it seemed I would need a day or two break just to recover. (None of this has happened before, so the doctor suggested I move to a lower dose pill.)",Take once a day at the same time everyday.
3509,minoxidil,10,Highly Effective,No Side Effects,hair loss,The benefits of using minoxidil was the halting of DHT buildup in the scalp around hair follicles. It also improved circulation to the scalp. This encouraged the recovery of thinning hair to become thicker and fuller. This halted hair loss and restored hair to cover up signs of male pattern baldness.,There were no observed side effects with the use of this product.,1mL Minoxidil was applied twice daily to the scalp until the entire dose and been absorbed. treatment was coupled with Low Light Laser Therapy - 650nm 5W lasers that served to biostimulate the scalp and help in the halting of the effects of DHT.
2501,naprosyn,1,Ineffective,Mild Side Effects,muscle inflammation,"None.  I was told it would take 6 weeks for the medicine to accumulate and become completely effective.  It did not produce any results that were apparent.  Not in inflammation reduction or in pain reduction due to the inflammation were any results ascertainable.  I suffered while waiting for this medication to do anything.  Further, you are told to consume food to protect the lining of your stomach from this medication.  Not always something you want to do when you are experiencing a lot of pain because pain can make you feel like vomiting.","Stomach issues, burning  The more adverse affect was the constant pain due to the continuing inflammation with the added and increasing reduction in movement, and muscle usage.  Worst, was the waste of time.  Another med could have been prescribed in the time I used this medicine that would have been more effective and time healing would not have been wasted.  In fact, another anti-inflammatory was prescribed that provided immediate benefits (30 minutes) without the build-up in your system that the M.D. and pharmacist said Naprosyn requires before it becomes effective.","Tried various dosages from the lowest, to more frequency.  It simply had little affect on inflammation or pain.  No other pain medication was added to this treatment and no other medication was given.  I had a car accident and suffered whiplash, thoracic muscle strain, herniation of entire lumbar region, etc.  Inflammation was rampant from hip level up.  Any relief would have been noted and appreciated.  Another drug was later prescribed, another anti-inflammatory, which proved just how much the naprosyn did not work.  I had immediate pain relief in 30 minutes and notable inflammation reduction very quickly.  In fact, after a 3 week loading of this drug, I was able to get out of bed, move around, and be functional!  The Doctor insisted on trying this level, Naprosyn, first and then changed after 6 weeks, to supposedly stronger medication in some kind of protocol progression.  I now tell my doctors which medication works and refuse anything else.  They waste time on ineffective medications allowing suffering.  I saw the doctors within the 6 week period declaring and their noting how ineffective this medication was."
899,paxil,8,Considerably Effective,Mild Side Effects,mild depression,"Less tired, less sleepy, more motivated for working and daily chores. Much less of headaches and Fioricet worked better when I had ones.

Naproxen 500 mg relieved the arm pain for 7 hours.","Decreased sex emotions was the main side effect of Paxil, it made me somewhat numb. As to Fioricet , it seemed to me I became used to it, overtime I needed 2 tabs. to kill headache, instead of one tab. as it used to be.","Paxil has been taken regularly for 4 years, then stopped by myself. I had to restart it after 2 months, because some symptoms did return."
2188,clonazepam,9,Considerably Effective,Moderate Side Effects,"anxiety, ocd",After 12 years of living with anxiety problems I discovered clonazepam and now this is my emergency pill. Fast effects which relaxes me quickly.,"When I take clonazepam I feel a little dizzy, just like being drunk! Its gives me a light headache. My body feels so lazy that i feel I am stuck in it. This could be a strange effect for some but it's sure better than panic!",when needed
887,paxil,1,Ineffective,Severe Side Effects,depression,There were no benefits. I was repeatedly told it wasn't working because I just hadn't been on it long enough and my dosage wasn't high enough. It did not help the depression at all and it was expensive.,"Trying to slowly reduce the dosages so the medicine could be stopped resulted in very frequent ""brain zaps."" These felt like electrical shocks in the head any time I moved. The electrical shocks could be felt in my arm and chest sometimes as well. The only thing that helped was to lay down and be as still as possible, but even that did not stop the shocks. This went on for 6 months. The gradual stepping down of dosage was monitored by a doctor and was even done slower than normal but it did not prevent the ""brain zaps."" Headaches and some nausea also accompanied the shocks.",Started with 20mg and gradually increased to 50mg. After a year of treatment and no improvement the drug was eventually decreased and stopped.
4103,chantix,9,Highly Effective,Mild Side Effects,smoking cessation,Very heavy smoker.  Was able to reduce smoking to half pack per day in the run up to totally quitting.  Then was able to quit.,"Skin itching; insomnia, strong urine smell; weight gain","The side effects, aside from the weight gain, were tolerable enough to enable me to quit.  I have back slid a couple of times and found taking the pill for a few days resolved the problem.  It has been a year since I first started taking the drug."
410,imitrex,10,Highly Effective,No Side Effects,migraine headaches,"Complete relief from pain with one 100 mg tablet. Alleviated the sensitivity to light, noise and nausea. Symptoms would abate in one to two hours.","A little ""fuzzy headed"" until it took effect.",This is taken as needed. It works best to take at the onset of the migraine and not to wait to see if will go away.
2465,aciphex,8,Considerably Effective,Moderate Side Effects,gerd,My heartburn greatly reduced and I could sleep at night so the GERD was successfully addressed.,Very frequent and bad dysentery. Stomach Cramps were also an issue and if those side effects could be eliminated this would then be the perfect GERD relief drug.,1 pill twice a day with meals with lots of liquids.
1782,citalopram,10,Highly Effective,Mild Side Effects,anxiety,"My doctor has this combined with Hydroxozine and I feel wonderful.  I have taken Paxil, Lexapro and a few others since I was about 12.  I would def. say that this drug combination has worked the best.  The first two weeks I experienced withdrawls from my other med(Lexapro) but after that, I am great and back to new :)",For the first couple of weeks I had withdrawls from prior medication.  But that is all I have experienced.,"I believe that this, and the hydroxozine are a miracle drug combo.  I have suffered from anxiety since around age 7 and I finally have a ""normal""  life."
1515,reclipsen,10,Highly Effective,Mild Side Effects,skin breakouts/birth control,"Treatment benefits include clear, glowing skin, regular menstrual cycles, and reliable birth control.","Treatment side effects include breast tenderness for about a month after first doseage, and some ovular soreness.","Treatment details include taking a pill eachday at the same time for maximum effectiveness in preventing pregnancy, and taking the 5 placebo pills to help remember to take a pill every day."
2936,prednisolone,10,Highly Effective,No Side Effects,prickly heat/heat rash,The prickly heat would be cleared up over night. The itch would disappear within a few hours the bumps would loose all redness but would remain slightly raised for a couple of days,"I had no side effects at all, but as i need to write 50 words it may also be worth noting that I had the positive effect of the painful Achilles tendon I had also disappeared after taking the tablets for 2 days",As soon as the prickly heat starts I had to take 6 tablets daily for a maximun of 10 days I have never had to take the tablets for more than 3 consecutive days
3920,nexium,10,Highly Effective,No Side Effects,heartburn,"no more heartburn, was able to eat without experiencing any further heartburn or reflux. will take the product as a long term solution to acid reflux","none, experienced no noticable side effects or discomfort, no more reflux or heartburn was very happy with the ddrug will keep oj using it","nexium 20mg  before meals, at least 20 min before each meal. can be taken before all meals with no bad effects. has long lasting effects"
3575,differin,10,Highly Effective,Mild Side Effects,localized acne,"Differin has practically eliminated my acne.  I also used it on my forehead, where I have brown spots from a college-days sunburn (appx 10 years ago).  The spots have clearly faded, though are not completely gone.","Side effects were peeling and some redness, but only occurred the time that i used too much Differin.  I knowingly put more than prescribed on my chin in hopes of getting rid of an outbreak before vacation.  The redness and peeling was very noticeable.",Treatment includes adding only about 1/3 pea sized amount to my chin area and the same amount to my forehead after cleansing at night.  This I do daily.  I combined this with a regular alpha-hydroxy exfoliation night creme (applied after the Differin dries) in order to catalyze (by my own approximation) the skin rejuvenation/renewal.
4024,celexa,9,Considerably Effective,Mild Side Effects,depression,"My father became extremely depressed following his mild stroke. About 2 weeks after we increased the dose from 10-20mg, there was a significant change in his attitude and he embraced life again.",Occasional light-headedness.,"After his mild stroke, my Dad could not continue his previously active routine. He hated not being able to drive his new car to meet his friends for their daily breakfast. He was always on the go, even at home he was constantly puttering with gadgets & watching stocks on the computer. All of this had suddenly been taken from him and he was angry & frustrated that he was unable to do these previously simple tasks. Depression set in and he just gave up on life. He would even dream that he was dead. He cried & moaned a lot (my Dad never cried before). I was pleased with the results from this medication."
1076,effexor,5,Considerably Effective,Moderate Side Effects,depression,it did help alleviate the depression,Unfortunately It caused me to gain 20 lbs in less than 3 months...I have been on many different antidepressants and this one was the worst when it came to weight gain,daily dose of medication...it helped alleviate depression symptoms but caused weight gain
3688,effexor-xr,4,Marginally Effective,Moderate Side Effects,anxiety,"eased my anxiety, helped me start going to work more.",This drug was extremely difficult to start. I had headaches and dizziness for weeks. Also caused digestive problems - bloating and flatulence. Had no energy - before I took this drug I was a very active person but once on it I had no energy to excercise. Also craved sugary and carbohydrate rich food which ended up giving me thrush and other fungal infections. Caused concentration problems. I stuggled to concentrate on my work for a full day. I also felt very flat.,Am stopping this drug and going on to paroxetine again as the side effects outweighed the benefits.
