Text,Aspect,Sentiment_Score,,,,
"I spread this on my entire face every night on clean skin. In the winter, I follow with a moisturizer. In the morning, I use metrogel daily. When I have more of a breakout - and it's hard for me to sometimes differentiate acne from rosacea - I will also take Oracea for a week. If I know that I will be spending quite a bit of time outside then I will take a break from it.",ziana,1,,,,
Just visit the doctor from time to time and take klonopin twice a day and my 200 mgs of zoloft once a day.,klonopin,0,,,,
The Doctors told me this is a very rare side effect but it ruined my life for over two years.,tetracycline,-2,,,,
"My sister is also on this pill (for birth control) and she has experienced many side affects from it, too.",ortho-tri-cyclen-lo,0,,,,
"I have friends who hated their birth control pills -- their pills made them feel bloated and fat.  I had none of those side effects while on TriPhasil/Trivora.  It's really simple -- just take one a day -- and pretty effective.  It worked for me for more than 10 years.  A bonus:  my menstrual cycles, which used to be somewhat irregular, became as predictable as clockwork.",triphasil,-1,,,,
I flushed them down the toilet after awhile because I wanted to have my personality back.,celexa,0,,,,
"patient was prescribed Zyprexa at Providence Hospital Emergency care by telephone consult with psychiatrist to delay and/or prevent in-patient hospitalization.

Side effects, especially sedation were evident immediately after coming home.

Returned to emergency, tranferred to in-patient care, two weeks, to observe medication with therapy. Switched to Abilify.",zyprexa,-2,,,,
"Citalopram 40mg to start with but too many side effects.  Reduced to 20mg, less side effects, worked okay on mood..except I was swinging.  Introduced Sodium Valproate, gradually increased it to 1g BD (twice day), has worked quite well up until recently where side effect profile is interferring with my life.",citalopram,1,,,,
"Daily use of drug was generally effective in reducing severity of hot flashes, but at 1.5 mg I still had them.  However, I didn't want to increase the possibility of more severe side effects, so I was willing to put up with some discomfort.  I am concerned about continuing to take it for years.",prempro,-2,,,,
"Tried Aderol, once a day 5mg, for 3 weeeks . I had hallucinations and although awake, was very out of control.",provigil,0,,,,
"I found that Vicodin was a poor choice for real pain management. I felt spacey and ""out of it"" but at the same time agitated.  I didn't feel an actual absence of pain as much as I felt ""oh well, gee gosh, I have pain.  Isn't that a bummer.""  In other words, the medication seemed to be more about changing my attitude towards the pain rather then actual reduction of pain.  I subsequently

stopped taking it and turned to tylenol with codeine.  This worked much better in my opinion.  I subsequently refused any additional prescriptions for vicodin and requested tylenol with codeine instead.  I have since switched to a natural pain relief option that is a combination of white willow, feverfew, skullcap, and kelp.  It is called ""Relief"".  I believe the manufacturer is ""Nature's Way.""  Although, I am in daily pain for assorted issues (structural) I avoid medicating myself unless it is particularly dibilitating.  If I really need to take something I will take the Relief or plain Aspirin.  Dramatically fewer side effects, no hazard of addiction, just as effective.  Given the high level of reported addictiveness of this drug, I would never take it again nor recommend anyone else take it.",vicodin,-18,,,,
"My maintenance daily dosage:



AM -  Meptin 25mg , Ansinar 200mg



PM -  Meptin 25mg , Ansinar 200mg, Kastair(Montelukast)10mg",singulair,0,,,,
"When I started taking paxil, I was severely depressed.  When I woke up in the morning, I would sit on the side of the bed for around 30 minutes before I could finally get up and start getting ready for work and then I would still cry until around 12 noon.  After taking paxil for about 3 days, I had a job as a courier and I caught myself singing and dancing to a song on the radio.  I couldn't believe it, I had not done that for about 5 months.  Also there was the great side effect of appetite loss, especially at first, where I had actually forgotten to eat all day on several occasions.  I still take paxil today, and I my emotional state is more balanced. I am also happy with the amlodopine.",paxil,1,,,,
It did clear up the congestion very quickly.,biaxin,1,,,,
My OBGYN explained that this oral contraceptive uses a synthetic progestin known as drospirenone. He suggested that it might be the cause of my negative side effects. He also said that it was more appropriate for women in their mid-30's or those who have experienced adverse effects from other oral contraceptives. He switched me to ortho tri cyclen-lo and I haven't had any problems whatsoever. I also don't have the benefits either.,yasmin,0,,,,
Take one pill before breakfast and one in the evening.,zegerid,0,,,,
"I wash my face in the evening, let it dry, and apply the cream. It recommended that I wait 20-30 minutes after washing but I generally don't have that kind of time- I think that's to avoid irritation which isn't a problem anyway.",avita,1,,,,
Wanted a low maintenance birth control.  Side effects were enough to make me stop using.,ortho-evra,-1,,,,
"Take one in the morning for prohylaxis when travelling or during pollen season.

Take 2 for severe allergic reaction. Crush tablet between teeth and swallow to make it faster to absorb.",zyrtec,-5,,,,
"Initial dosage of 20 mgs, increased gradually to 60 mgs and maintained at that level have helped significantly with obsessions and impact of adolescence.",sarafem,1,,,,
tazorac was applied daily to the face,tazorac,0,,,,
take 1 a day. Take one a day in the am. that was it. felt good all day. How much more can i say you take one a day thats it.......,norvasc,3,,,,
Pop a pill twice a day -- what could be easier?,spironolactone,0,,,,
"Started at 75 mg/day and increased over 3-4 months to 300 mg/day. Continued improvement and reduction of symptoms as dosage increased. Renewed period of side effects with each increase, lasting not more that 2-3 days. Also, odd, vivid dreams occur ocassionaly, but not enough to be a problem.",effexor-xr,7,,,,
"one injection and my life turned to hell as started to bloat like a milking cow,lost self esteem and fiance,lost friends,lost will to live,no sex drive,no self love",depo-provera,3,,,,
"Ambien CR is a basically effective treatment for sleeplessness, although I have experienced incidents where contrary to the ads I have woken up midway through the night, I have had a groggy, hard to wake up feeling the next day lasting for several hours. There have also been reports of sleep eating, walking, awake but asleep incidents that I personally have not experienced, although it can affect you differently each  time you take it.",ambien-cr,2,,,,
"Took 0.5 mg Xanax as needed for anxiety, prescribed by primary care physician. Was very helpful in getting me through an extremely stressful time of my life.",alprazolam,4,,,,
Just rubbed a thin layer over my nose every night before bed.,metrogel,0,,,,
Taken as a pill three times a day.,famvir,0,,,,
"I had a bone density study done and it was stated that I had osteopenia, related to over 12 years of prednisone and seroid use to treat my Sarcoidosis.



At the time I was seeing a Rhuemotogogist who was treating me for side effects like joint pain and swelling. I was told I didn't have osteoporosis yet, but to start taking the Fosamax to prevent it .  



I did but the issued reported above,meant I had to switch to another similar but milder medication , Actonel  and take it one lowered dose pill a week.",fosamax,-1,,,,
"For seasonal allergies, I would highly recommend Zyrtec.  I have had allergy shots to no avail, and have suffered from seasonal allergies my whole life.  While the side effects that I experienced were annoying, they did not negate the benefits of taking the medicine. It made all of my allergy symptoms disappear (itchy eyes, hayfever, nasal congestion etc)  The side effects were extreme cotton mouth, and I mean extreme. It also very much interrupted a restful night sleep.  However, as annoying as these are, it was worth it to have the affect of the drug itself in dealing with seasonal allergies.",zyrtec,-2,,,,
"I really wish this was the medication that finally worked for me, but unless some miracle happens, it's back to the drawing board.  I seem to still have my mania episodes everyday, sometimes it gets bothersome.  I seem to yell still, I have my days where all I want to do is stay in my room and not move.  I can't control my thoughts, but I still work everyday in hopes to finding that ""Miracle"" medication that will finally work for me!",lamictal,6,,,,
"My doctor asked me to take Nexium once a day until they were gone to see if the tightness in my check, the indigestion, and the heartburn could be cured by the pills. The tightness in the check and indigestion were not signs of heart problems as the doctor discovered. To date, the pills seemed to have worked.",nexium,2,,,,
"I have been on Zoloft with great results for over 5 years. I do not have a constant barrage of depressed thoughts or emotions when I am on the drug.  When my husband and I decided to try to have a baby, my ob-gyn suggested that I switch to Wellbutrin.  Some anti-depressants may carry a small risk of side-effects to the baby in the 3rd trimester of pregnancy.  My ob-gyn felt that taking Wellbutrin may reduce these risks.   After 1 or 2 months on Wellbutrin, I began to feel very irrtable and anxious.  My chest began to tighten painfully with even the thought of something stressful.  After 4 months on Wellbutrin, I had my first panic attack ever.  I threw the pills in the trash and went to see a psychiatrist.  The psychiatrist told me that there was no medically proven benefit to switching to Wellbutrin, and put me back on Zoloft.  I feel much better!",wellbutrin,-2,,,,
"Change patch every Sunday morning and Thursday night. Make sure I get script filled day before I need it! I will stay on this forever! If you suffer from hormone problems such as hair loss where you want it, hair growth where you don't want it, mild hot flashes, brain fogg, tired beyond your normal tired, but don't sleep without taking something. Past the word crabby, and cry because a little old lady won a car on a game show...honey, get it pulled out and put the patch on and get your life back!:)",vivelle-dot,-3,,,,
Took alendronate for osteoporosis for over a year.,alendronate,0,,,,
"Patient received IV form in hospital and fluid came off quickly and effectively. Oral form, which she was sent home on, did not work and she ended up back in the hospital within 24 hours. One of the doctors later admitted that there was something about the oral form that caused it to be ineffective in certain situations.",furosemide-injection,0,,,,
"I received the shot once every three months for a total of a year. The side effects outweigh the benefits in my opinion. I don't plan on taking this drug in the future, or recommending it to anybody else. I am definitely doing more research before I take another birth control again.",depo-provera,2,,,,
I take two 50 mg. tablets as needed up to three times a day.,ultram,0,,,,
Treatment was simple:  take on tablet daily at bedtime.  The drug was (and did) to help reduce my overall cholesterol numbers.,lipitor,2,,,,
"My IC cocktail started to work after about a month and there wasn't much need for pain killers anymore so I just stopped taking Tramadol. 



In the future, when my IC would flare up, I requested no Tramadol and instead received Tylenol with Codiene.  It worked much better.",tramadol,0,,,,
"Before I started taking the medication, my blood pressure was extremely high. I didn't exercise much and I am was over weight. At my doctor's orders, I began taking the medication and it took a while to take effect, but when it did, it has and still continues to keep my blood pressure within the normal range. I continue to be over-weight, and I only exercise minimally, but everyday.",zebeta,-2,,,,
I took this once a day for eight days for a vaginal bacterial infection. I only had slight side effects of an upset stomach after taking the pill; probably because I had not eaten  much on those days. My infection cleared up noticably before the treatement was through. I feel it was very effective.,flagyl,-3,,,,
patient is under the impression that the drug must be taken for their entire life.,lipitor,0,,,,
"Easy, one tab in the AM.

That's it.",propecia,0,,,,
I take 1000 mg caplets; one in the morning with my breakfast and one in the evening with my dinner.,metformin,0,,,,
"I was on 90 mg daily, one dose of 60 mg and one dose of 30 mg.  It was prescribed to me for fibromyalgia and depression, however, I did not notice much improvement on this drug but I was not on it for a real long time either so it may just take longer to notice benefit but it definitely affected my liver.  My mom also has the same problem with Cymbalta and her liver enzymes.",cymbalta,-7,,,,
"I just took the drug for a year twice a day.  Then stopped and just take it when I feel I am going to have an outbreak and after a few days, the symptoms dissapear and I dont get an outbreak.  This is great since the shingles outbreak were very painful and lasted a long time to go away.",acyclovir,-6,,,,
"After using   lisinopril and  hydrochlorathiazide for many years  and not seeing blood pressure lower  quite enough  ,I pushed to see what else would help to relax  blood vessels to lower  blood pressure.Fianlly camup with Zorvasc.Treatment was a    sucess within days.",norvasc,2,,,,
"I was asked by the prescribing doctor to apply the ointment once a day to the affected areas (the back of both of my hands).  This was the entire process and I was to report back to him within a period of approximately six months.  This was a rather experimental treatment.  I applied the product as instructed but did not notice any repigmentation during the time I applied it (around 3 months).  I subsequently was advised by the doctor that I needed to continue the application, for a total period of at least six months",protopic,-1,,,,
I took 1 400 MG pill per day for 5 days and got plenty of rest and drank plenty of fluids.  (My lymph nodes and thyroid glands were swollen and I generally felt ill.),avelox,-2,,,,
Took 1 40 mg tablet in the morning before my first meal and controlled the acid reflux symptoms and stomach aches. Then took 1 40 mg tablet before I went to bed to once again control those symptoms while sleeping for a 24 hour effect.,protonix,0,,,,
"My treatment includes statin drugs and Niaspan because normal diet and exercise were not sufficient to keep my cholesterol level down. So, I take my medicine every night without fail, exercise at least 3X per week and I  incorporate more fruit and vegetables into my diet.",zocor,0,,,,
I use this cream as little as possible - only when I have a serious flare-up of the eczema.  When I do use the cream I apply a reasonable amount to the skin - just enough to makae sure some cream comes in contact with all of the inflamed area.  I use the cream once or twice a day during the flare up.  Once I notice the inflammation is going down I stop using it- and teh skin finishes healing up on its own without further nedication.  I rinse the cream off my hands after applying becaue it is not helpful to treat eczema on my hands anymore.,betamethasone,-5,,,,
"prescribed tablets by Dentist for gum infection.  i was told i should take antibiotics but nothing about how it works or side effects. i took the tablets until finished while feeling worse, breathless, dizzy, pain left arm and fatigue but put it down to body fighting gum infection.  the day after i finished the full course of tablets i couldn't breath and ready to pass out and went to Doctors and was taken to hospital with heart complications.  I have no health problems until now.",flagyl,-10,,,,
"Taken usually after 2 am when it's pretty obvious I will be up all night if I don't and i can't afford to muck up my day by sleeping in! Taken just before retiring - enough time between swallowing the thing and the effects to safely brush teeth and get changed for bed, read a few pages of a book.",restoril,2,,,,
I took two 20mg pills daily following a meal with a moderate amount of fat (more than 10 grams). The time of day I took the medication varied depending on when I would be consuming a moderate-fat meal.,accutane,0,,,,
"When I first began having heartburn, my physician prescribed Prilosec D/R.  I hadI took if for several weeks, but it didn't seem to control the heartburn.



He then prescribed Ranitidine,300mg, which I took for several years with very good results.



When I was sent for an upper endoscopy, the performing doctor suggested I take Prilosec.  I tried it again, for a month, but I began having severe heartburn again.



Now I am taking Nexium, which works very well for me.",prilosec,1,,,,
"followed manufactures program, which was a titrated increase over several days.",chantix,1,,,,
"I was taking 4mg tablets three times per day. one in morning, one in afternoon, one in the evening.",cyproheptadine,0,,,,
"As previously stated, because my cholesterol levels were high, the doctor said I should take Lipitor for one month and then we would retest the cholesterol levels to see if the medicine was effective in lowering the levels. But, because I was unable to take the Lipitor for the entire month, the  second  cholesterol test was never taken.  After taking the Lipitor for about 10 days, I stopped taking it.  A few days later, I did try to take just half a pill.  But within days, the side effects started to return.",lipitor,-1,,,,
Take once a day at the same time everyday.,yasmin,0,,,,
1mL Minoxidil was applied twice daily to the scalp until the entire dose and been absorbed. treatment was coupled with Low Light Laser Therapy - 650nm 5W lasers that served to biostimulate the scalp and help in the halting of the effects of DHT.,minoxidil,3,,,,
"Tried various dosages from the lowest, to more frequency.  It simply had little affect on inflammation or pain.  No other pain medication was added to this treatment and no other medication was given.  I had a car accident and suffered whiplash, thoracic muscle strain, herniation of entire lumbar region, etc.  Inflammation was rampant from hip level up.  Any relief would have been noted and appreciated.  Another drug was later prescribed, another anti-inflammatory, which proved just how much the naprosyn did not work.  I had immediate pain relief in 30 minutes and notable inflammation reduction very quickly.  In fact, after a 3 week loading of this drug, I was able to get out of bed, move around, and be functional!  The Doctor insisted on trying this level, Naprosyn, first and then changed after 6 weeks, to supposedly stronger medication in some kind of protocol progression.  I now tell my doctors which medication works and refuse anything else.  They waste time on ineffective medications allowing suffering.  I saw the doctors within the 6 week period declaring and their noting how ineffective this medication was.",naprosyn,-9,,,,
"Paxil has been taken regularly for 4 years, then stopped by myself. I had to restart it after 2 months, because some symptoms did return.",paxil,-1,,,,
when needed,clonazepam,0,,,,
Started with 20mg and gradually increased to 50mg. After a year of treatment and no improvement the drug was eventually decreased and stopped.,paxil,3,,,,
"The side effects, aside from the weight gain, were tolerable enough to enable me to quit.  I have back slid a couple of times and found taking the pill for a few days resolved the problem.  It has been a year since I first started taking the drug.",chantix,0,,,,
This is taken as needed. It works best to take at the onset of the migraine and not to wait to see if will go away.,imitrex,3,,,,
1 pill twice a day with meals with lots of liquids.,aciphex,0,,,,
"I believe that this, and the hydroxozine are a miracle drug combo.  I have suffered from anxiety since around age 7 and I finally have a ""normal""  life.",citalopram,0,,,,
"Treatment details include taking a pill eachday at the same time for maximum effectiveness in preventing pregnancy, and taking the 5 placebo pills to help remember to take a pill every day.",reclipsen,3,,,,
As soon as the prickly heat starts I had to take 6 tablets daily for a maximun of 10 days I have never had to take the tablets for more than 3 consecutive days,prednisolone,0,,,,
"nexium 20mg  before meals, at least 20 min before each meal. can be taken before all meals with no bad effects. has long lasting effects",nexium,-2,,,,
Treatment includes adding only about 1/3 pea sized amount to my chin area and the same amount to my forehead after cleansing at night.  This I do daily.  I combined this with a regular alpha-hydroxy exfoliation night creme (applied after the Differin dries) in order to catalyze (by my own approximation) the skin rejuvenation/renewal.,differin,0,,,,
"After his mild stroke, my Dad could not continue his previously active routine. He hated not being able to drive his new car to meet his friends for their daily breakfast. He was always on the go, even at home he was constantly puttering with gadgets & watching stocks on the computer. All of this had suddenly been taken from him and he was angry & frustrated that he was unable to do these previously simple tasks. Depression set in and he just gave up on life. He would even dream that he was dead. He cried & moaned a lot (my Dad never cried before). I was pleased with the results from this medication.",celexa,-12,,,,
daily dose of medication...it helped alleviate depression symptoms but caused weight gain,effexor,2,,,,
Am stopping this drug and going on to paroxetine again as the side effects outweighed the benefits.,effexor-xr,1,,,,
"The treatment was to take three 1 mg tablet a day, with food. The trouble was that I became very reliant on the medication and felt I needed to keep taking it. Then one day I decided to quit and I just stopped taking it. I don""t know why I did not  slowly wean myself off over a couple of weeks. Over the course of the next three days I never got out of the house I was sick, shaking uncontrollably, having hallucinations both audial and visual I thought I was going to die. I felt like  hell. A friend found me and took me to the doctor. It was the worst feeling I have ever felt in my life it was the withdrawal symptoms from the drug. All I needed to do was take more, but I felt to afraid. To this day I cant tell you why I just could""nt think straight.",alprazolam,-5,,,,
I really like seasonique. i love only having four periods a year,seasonique,5,,,,
"My doctor did not mention any possible side effects, nor did he tell me it is a narcotic. Apparently, it is a drug of abuse. Also, nausea is a common side effect. I was only told that it was a pain killer that would alleviate my discomfort.",vicodin,-7,,,,
"The treatment was started on the second day of the sore outbreak, and I noticed the effect very quickly: the next day I felt barely any pain and the sore disappeared much faster than usual (about 4-5 days overall vs the previous 7-9 days)",valtrex,-5,,,,
"well ive been takin it everyday for 5 months and if one more doctor tells me ""its gonna take some time"" im going to break something. i start college soon (again, had to drop out due to my painful constant periods) so im getting real tired of feeling like dirt all of the time. its supposed to make everything better and it hasnt done jack crap. i also have to take opana for the pain (morphine pills) and im going into medical school and they dont like drugs in youre system",aygestin,-5,,,,
One small pill a day is all it takes to relieve my mild to moderate sinus allergies and occassional hives.,clarinex,1,,,,
"I already have a low heart rate, so an hour after taking it I always take 200mg caffeine + 2 Primatene tablets (25mg Ephedrine HCL) to raise heartbeat while the Atenolol stabilizes it. The Ephedrine also helps to counteract sleepiness and depressed mood Atenolol causes in my system. I was going to quit taking it but over 2 months I have slowly experienced an increase in my health, before I was almost bed-ridden, now I can get up and walk around for extended periods of time. I originally had a bad case of Mono a few years back and it still showed in my system, he said it probably caused a bad case of Chronic Fatigue but it is not considered a real medical condition, so he wrote me a script for Atenolol after my EKG. They took 6 EKG's that read no heartbeat and the 7th read a supposedly impossible wave, I did every test from two separate doctors, they have no idea what it is.",tenormin,-5,,,,
I plan to discontinue this medication as the side effects are not worth the marginal benefit,neurontin,0,,,,
"My psychiatrist put me on it to 'give a boost' to my other antidepressant.  He says I am taking a miniscule amount, and that I could increase the dosage if I wished but I have been reluctant to do so.  Perhaps I should - I may not be taking enough to be effective but I am on three different antidepressants and I feel uneasy about sharply increasing the Ritalin dose.  In short, initially, I felt GREAT but now I feel just the same as ever - struggling with the thoughts that cause lack of energy & enjoyment in many spheres of life.",ritalin,-4,,,,
"ongoing daily reports to new doctor,with a third party involed,in any decisions,

please desregard any misspelling-confused easily now,trazadone made me sick to my stomach,appetite down,all my body allmost in an upheaval,can not sleep,hard to eat,sleep depraveted and know off my vitamins too.I feel like i have jumped out of the pan into the fire.",trazodone,-1,,,,
"One day I was driving on a freeway (280, San Francisco Bay area) and felt like I was going to faint.  It was a clear day, not much traffic as it was the middle of the day and this freeway is more of a 'country' freeway than our main one, 101.  I pulled over to the shoulder so I could compose myself.  I felt like I was having a panic attack (which I had never had before but friends have) so I took deep, slow breaths to calm myself.  When I felt I was alright, I returned to the freeway but had to pull over once more before I reached home.  I have never been in an accident nor had this feeling before so could not rationalize what was happening. After it happened a few more times, I put paper bags in my car (for breathing) and started using side roads, where I had no problems.  When I went to my doctor, I told him about my anxiety and he prescribed Paxil for me.  I began taking it and, it took a while, though I wasn't ready to try the freeway right away, but it has definitely helped. I am now more willing to just get on the freeway.  I have not noticed any side effects from taking it or changes in my personality...I did not need it for depression or any other anxiety but freeway driving.",paxil,2,,,,
"This may be covered in the treatment benefits section,  The prescribed dosage was 500 mg (along with ciprofloxacin 500 mg) both twice daily for two weeks: however, by the sixth day the side effects were severe enough that the doctor told me to discontinue taking both the metronidazole and the ciprofloxacin.",metronidazole,0,,,,
"I began having very irregular heart rhythm within about 2 1/2 weeks of taking this medicine.  I began feeling like I was going to pass out or maybe my heart would stop beating & I would just keel over & die if I didn't immediately start moving around. I could be sitting or laying down in bed & these ""spells"" would come on out of the blue & very regularly.  I spent one night up all night laying on the couch because it was so bad that I was afraid that if I fell asleep I might not wake up. I tried to pretend it would go way at first but then made an appointment with my Dr. first & then a cardiologist, it was just too scary. My Dr. didn't believe that it was the medicine. By the time I could get in to see the cardiologist & have the heart monitor holster, echocardiogram etc. done I had been off the medicine for 2 weeks & the symptoms had lessened & of course did not appear while I was being tested. The Dr. thought I was crazy & that there was no way it was the medicine & that maybe I was having panic attacks.  I have never had a panic attack in my life & I have had similar heart rhythm symptoms with other meds that quit when I stopped taking them & I know my own body.  It WAS the lovastatin.  It took a year & a half before I started feeling normal again & didn't have these attacks come on sometimes.  I truly believe the lovastatin had an affect on my heart that took that long to get better. I will NEVER take another cholesterol med again that has the possible side affects of affecting muscles.  The heart is a muscle.  I also found that other people have had this same experience while taking statins while I was researching this on the internet.  Neither Dr. would even look at the article I printed out about it & it was even written by another Dr. who was researching statin side affects.",mevacor,-12,,,,
"If you take one pill as soon as you feel the tingle of a cold sore coming on, often it will not even appear at all. I know you might think, ""Maybe there wasn't really one in the first place."" But if you get cold sores regularly, you know. Sometimes if I couldn't get to the pills right away and a cold sore did appear, I would take a total of 4-5 pills in the course of the next 24 hours, and the sores would often be gone within 2 days instead of the usual 10. If you can't get to the pills within the first 24 hours, there is really not much good they can do after that, from my experience. This drug is kind of expensive--if I recall from before I had insurance, it was $50-75 for a bottle of Zovirax, but now they have a generic form so it is probably less. Regardless, this drug is worth its weight in gold.",zovirax,1,,,,
"After I turned 38 my skin changed.  It became much oilier and I started having large acne lesions again around my chin.  This was especially true before a period or when I was under stress at work.  I decided to see a dermatologist as I was sick of the acne.  I started Yaz which was alright, as well as Retin-A.  This didn't seem to address the larger lesions so my dr. prescribed Solodyn.  Looking back now, I think the side-effect started in the first couple weeks, I just didn't identify them as related to the drug.  I thought I was suffering from carpal tunnel at work and could explain why my knees hurt so much.  I was just about to go to an orthopod when I decided to investigate the Solodyn more.  I read about the joint pain and Lupus-like symptoms, stopped the drug immediately and called my dr. to get in and see her.  She did some bloodwork and I had a positive ANA blood result (mid-positive, not low).  This is one indicator of lupus.  My dermatologist was adamant that the symptoms would go away now.  I called the office again a week later as I was still having strong side effects and was pretty worried.  I got a phone call back that basically said ""hello, hypochondriac, you do not have lupus.""  Then my eye pain started and my eye turned totally red.  I went to my GP who referred me to an opthalmologist who diagnosed iritis and I started 7 weeks of drops.  She also referred me to a rheumatologist who ran a number of tests and told me she's seen minocycline drugs do this to people a lot and she would never take one or have her children take one - great.  That's my saga.  Now dealing with another iritis flair up and a lot of pain in my left knee, 4 months after stopping the drug.  Please don't take this drug!!!",solodyn,-15,,,,
"Along with psychotherapy, I started taking prozac, with no effect after 2 months.  I switched to paxil with constipation and I needed at least 10 hours of sleep to come out of it each morning. I switched to selexa with no effect.  I then tried zyprexa  which caused me to gain 10 lbs in a month, gave me memory loss and I started lactating again.  By then, they had come out with paxil-cr (extended release) and I have been on that ever since.  I would like to switch to something that doesn't kill my sex drive and make me want to die when I go off of it, but I am afraid to stop without the proof of something else working better.",paxil-cr,-5,,,,
"I was given Naproxen to control the inflammation and pain in my throat. I was also given Nasonex 2 puffs in each nostril daily. Claritin 10 mg once daily as antihistamine, which worked brilliantly. Also Clarithromycin 500 mg twice daily for 14 days. I stopped everything but the antibiotic and Claritin and am doing just fine.",clarithromycin,-1,,,,
"I am supposed to take the tablet once a day, however due to how tired I get for the entire next day, I only take as needed.  I did not figure out the problem with this drug until my son had to take it for something and he was totally wiped out as well.  So, I really try to use as little as possible, even though I have a permanent prescription for it.",mobic,0,,,,
The treatment worked for me:  I enjoyed a good nights sleep and awoke rested and revived.  Any side effects were minimal and infrequent.  I have tried many other medications over the years and this one is the most satisfactory.,lunesta,5,,,,
began with two 500mg tablets three times a day by mouth.  reduced to twice a day after six months.  symptoms gradually subsided in the first three months.  on maintenance dose currently.,azulfidine,0,,,,
"I have had the endoscope one time and on two different occasions had the tube inserted into my nose to check the vocal chords to diagnose why I lose my voice.  My regular every day treatment dose is one 40 mg pill, but have been told at two different times by two different doctors to double up on that for two months.  I notice improvement but once regular dosage is resumed the symptoms usually flare up.",protonix,2,,,,
"I took the Keflex after taking Augmentin for a week without results.  Also, being pregnant my OB/GYN felt more comfortable with me being on Keflex than Augmentin.  The treatment last longer than other antibiotics but seems to be more effective thus far.  No GI effects and no signs of yeast infection like a lot if women experience with antibiotics.",keflex,6,,,,
.,seroquel,0,,,,
"Was prescribed for 1 month for dry, itchy eyes.  I took Optivar for 5 days, then called the ophtamologist about the burning sensation.  He advised me to discontinue the Optivar and wrote a prescription for Alrex.",optivar,-2,,,,
"Taken once a day it acts as a mood lifter and helps you feel full with less food.  It helped me take off a few pounds.  However, it is only a tool and patient has to be diligent about monitoring hunger and deciding to limit portions.  It's easy to ""eat around"" the drug and overeat. For short term weight loss or to help lose 10 -15 lbs it is great. VERY expensive...$125 for one months supply.",meridia,3,,,,
"Daily apply about a pea size amount of the creme on my hand and sparingly apply to the orbital area, lips and forehead. I add additional creme to the back of my hands and rub vigourously ( rubbing the back of my hands together). I also apply a dime size to my neck and decollete area also rubbing, but not as vigourously. I generally do this every night after I cleanse, tone and add serums ( for pigment relief and building collegen) if I am feeling especially dry after applying the Tretinoina,I will also add a moisturizer.",retin-a,1,,,,
".. well I was taking this after breaking out of a relationship that I was in for 3 years. I was depressed living in a room that i rented off a friend. I was living before with the boyfriend in a home he owned but we bought together. I was working full-time and continued to do so after i moved but felt very alone and started to have panic attacks sorta in a mall.. trying to shop was impossible and I never left the house, only to work.. 

when i did go to the mall",effexor-xr,-7,,,,
As mentioned above I was prescibed Dilantin to avoid seizures following brain surgery. I was given dilantin injections for a period of 3 weeks while in hospital and then it changed to taking oral dilantin (100mg 3 times daily)for a year. During the year I had one seizure after 6 months which happened on the night that I felt well enough to have some drinks with my friends for the first time since the operation. I didn't drink again for the following 6 months while on dilantin and did not have any more seizures. I stopped dilantin after 12 months and have had no seizures since,dilantin,-1,,,,
"After filling your prescription, you choose a quit date, and begin taking the medication one week before your quit Date.  You get a starter package with a pill(s) for the first weekYou take one tablet every morning for 3 days.  On the forth date you take one in the morning and one at night.  You can use a support plan, called getquit to help you during weeks 2-12.After the first week, you continue to take a pill in the morning and one at night, it comes in a different package then the one you used the 1st week and is a higher dosage.



 support plan. We offer one � it's called GETQUIT�. Enroll today 

Weeks 2�12 



On your quit date, you'll try to stop smoking completely. And you'll begin using the blue Continuing Week packages, which contain blue tablets. If you slip up and smoke, it's okay. Just keep taking CHANTIX and keep trying to quit 

For the next 12 weeks, you'll be taking two blue tablets a day, one in the morning and one in the evening, or as prescribed by your doctor.  You should tell your doc about any other perscriptions your taking and any other health problems before starting",chantix,2,,,,
